Date,Open,High,Low,Close,Adj Close,Volume
23/03/2023,105.360001,106.339996,102.440002,103.410004,100.765388,14385900
24/03/2023,101.470001,103.849998,100.910004,103.529999,100.882317,13401600
27/03/2023,104.739998,106.480003,103.910004,105.800003,103.094269,14805900
28/03/2023,105.440002,107.650002,105.190002,107.120003,104.380508,11047600
29/03/2023,108.059998,109.160004,107.489998,108.959999,106.173447,14219100
30/03/2023,109.550003,109.57,108.519997,109.489998,106.689888,11578200
31/03/2023,109.68,110.169998,109.050003,109.660004,106.855553,14418000
03/04/2023,113.389999,116.849998,113.120003,116.129997,113.16008,28087700
04/04/2023,116.260002,116.699997,114.169998,115.019997,112.078468,16365500
05/04/2023,115.349998,117,114.309998,116.989998,113.998093,16479500
06/04/2023,116.860001,117.18,114.769997,115.050003,112.107712,15778000
10/04/2023,114.779999,116.18,114.169998,114.540001,111.610748,13006600
11/04/2023,114.959999,116.199997,114.379997,115.349998,112.400024,11758500
12/04/2023,116.160004,116.589996,114.93,115.230003,112.283112,10919000
13/04/2023,114.599998,115.889999,114.129997,115.769997,112.809296,12399700
14/04/2023,115.900002,116.660004,115.120003,116.050003,113.082138,11530800
17/04/2023,115.489998,116.510002,114.419998,114.699997,111.766655,13260400
18/04/2023,114.389999,117.209999,114.300003,116.940002,113.949371,17436100
19/04/2023,116.080002,116.900002,115.769997,116.57,113.588837,10682600
20/04/2023,115.129997,115.68,113.230003,115.639999,112.682617,17038700
21/04/2023,116.489998,116.879997,115.260002,116.010002,113.043159,14315300
24/04/2023,115.919998,118.889999,115.879997,118.199997,115.177147,15831300
25/04/2023,117.550003,117.739998,115.629997,116.519997,113.540108,12179800
26/04/2023,116.029999,117.089996,114.68,115.449997,112.497482,15566100
27/04/2023,115.620003,117.010002,114.879997,116.830002,113.842186,16279200
28/04/2023,117.25,119.919998,116.830002,118.339996,115.31356,24374000
01/05/2023,115.989998,117.300003,114.449997,114.669998,111.737427,17355000
02/05/2023,113.940002,113.940002,109.290001,110.099998,107.284294,24324100
03/05/2023,109.080002,109.809998,107.760002,107.93,105.169792,16212300
04/05/2023,107.900002,108.75,105.910004,106.040001,103.328133,17177200
05/05/2023,108.550003,109.43,107.529999,108.68,105.900612,14964700
08/05/2023,110.5,110.970001,109.040001,109.110001,106.319611,11187800
09/05/2023,108.339996,110.230003,108.209999,109.139999,106.348846,11370800
10/05/2023,109.739998,110.010002,106.709999,107.739998,104.98465,14884800
11/05/2023,106.489998,106.82,104.93,105.790001,103.084526,17165900
12/05/2023,106.309998,107.010002,104.779999,105.779999,103.074776,12608300
15/05/2023,105.510002,105.93,104.580002,105.07,103.271355,13715600
16/05/2023,104.629997,104.809998,102.019997,102.519997,100.765007,14795200
17/05/2023,103.389999,105.230003,102.849998,104.82,103.025627,14064700
18/05/2023,104.550003,105.910004,104.129997,105.769997,103.959366,12005600
19/05/2023,106.57,107.050003,105.82,106.260002,104.440987,13357700
22/05/2023,105.839996,107.040001,104.879997,104.970001,103.173065,12882000
23/05/2023,105.989998,108.220001,105.75,106.400002,104.57859,14394400
24/05/2023,107.379997,108.510002,106.730003,107.589996,105.748207,16340300
25/05/2023,105.940002,106.43,104.709999,105.660004,103.851257,14316500
26/05/2023,106.470001,106.949997,104.830002,104.970001,103.173065,12370300
30/05/2023,103.290001,104.120003,102.610001,104.040001,102.258987,11938000
31/05/2023,102.290001,103.040001,101.739998,102.18,100.430824,24926100
01/06/2023,101.75,105.580002,101.260002,103.360001,101.590622,13551900
02/06/2023,105.160004,106.129997,104.529999,105.760002,103.949547,14110300
05/06/2023,107.190002,107.190002,105.089996,105.290001,103.487587,10628000
06/06/2023,104.150002,106.269997,103.980003,106.150002,104.332863,12209800
07/06/2023,106.790001,108.889999,106.730003,108.529999,106.672127,16027100
08/06/2023,108.769997,109.139999,105.900002,108.190002,106.337944,13517100
09/06/2023,108.459999,108.610001,107.160004,107.389999,105.551636,12251600
12/06/2023,105.809998,107.059998,105.559998,106.419998,104.598236,14112000
13/06/2023,107.379997,108.339996,106.279999,106.440002,104.617905,13533800
14/06/2023,107.449997,108.110001,104.389999,105.160004,103.359818,16627700
15/06/2023,105.5,107.029999,105.440002,105.889999,104.077316,16224100
16/06/2023,106.360001,106.769997,104.959999,105.129997,103.330322,43124000
20/06/2023,104.68,104.769997,102.120003,102.720001,100.961578,17514100
21/06/2023,102.5,104.629997,102.330002,103.870003,102.091896,13285700
22/06/2023,102.839996,103.889999,102.650002,103.300003,101.531654,12455300
23/06/2023,102.589996,102.82,101.620003,102.400002,100.647057,17933600
26/06/2023,102.199997,104.910004,102.199997,104.290001,102.504707,14283400
27/06/2023,104.050003,104.610001,103.269997,104.550003,102.760254,13227500
28/06/2023,104.309998,105.82,103.199997,105.400002,103.595703,13084100
29/06/2023,105.660004,106.730003,105.129997,106.699997,104.873444,11364400
30/06/2023,107.32,107.879997,106.809998,107.25,105.41404,13542700
03/07/2023,107.489998,108.459999,107.07,107.459999,105.620438,7397000
05/07/2023,107.629997,107.919998,106.099998,106.910004,105.079857,12491200
06/07/2023,105.089996,105.720001,102.43,102.919998,101.15815,17961400
07/07/2023,101.919998,104,101.559998,103.160004,101.394051,21926600
10/07/2023,102.970001,104.75,102.75,104.690002,102.897858,14877600
11/07/2023,105.260002,106.160004,104.809998,105.970001,104.155945,12581100
12/07/2023,107,107.650002,106.129997,106.489998,104.667046,13238200
13/07/2023,105.970001,106.230003,103.32,104.540001,102.750427,26826800
14/07/2023,104.050003,104.050003,100.529999,100.940002,99.212051,28165400
17/07/2023,100.720001,101.669998,100.220001,101.379997,99.644516,18051300
18/07/2023,100.919998,102.199997,100.339996,100.919998,99.192398,24617800
19/07/2023,101.050003,102.400002,100.800003,101.620003,99.880417,15556500
20/07/2023,102.540001,103.660004,102.360001,103.410004,101.639771,15740200
21/07/2023,104.160004,104.379997,103.260002,103.889999,102.111549,17099600
24/07/2023,104.360001,106.160004,103.959999,105.519997,103.713646,15090900
25/07/2023,105.059998,106.089996,104.540001,105.68,103.870911,14116100
26/07/2023,105.110001,105.720001,104.639999,105.089996,103.291008,15159600
27/07/2023,106,106.989998,104.739998,105.419998,103.615356,17677900
28/07/2023,105.110001,105.160004,102.32,104.160004,102.376938,17566400
31/07/2023,105.190002,107.860001,105.190002,107.239998,105.404198,24197000
01/08/2023,106.949997,107.32,105.529999,106.620003,104.794823,14177400
02/08/2023,106.260002,106.379997,104.57,105.290001,103.487587,13484100
03/08/2023,105.889999,107.879997,105.300003,107.120003,105.286263,16280400
04/08/2023,107.959999,109.239998,107.330002,107.419998,105.581116,14275700
07/08/2023,107.900002,108.419998,106.510002,107.199997,105.364883,12410800
08/08/2023,106.040001,107.75,104.839996,107.730003,105.885818,14065600
09/08/2023,108.709999,110.419998,108.309998,109.559998,107.684486,19919600
10/08/2023,110.190002,111.629997,109.440002,110.120003,108.234909,15837200
11/08/2023,110.370003,112.07,110.050003,111.830002,109.915634,14043700
14/08/2023,111.68,111.980003,110.779999,111.919998,110.004089,12973400
15/08/2023,110.75,110.860001,107.970001,108.160004,107.179916,14909600
16/08/2023,108.279999,109.330002,106.279999,106.339996,105.376404,13695100
17/08/2023,107.419998,110.150002,107.419998,108.400002,107.41774,16709500
18/08/2023,107.639999,110.199997,107.620003,110.040001,109.042877,16218400
21/08/2023,110.360001,110.980003,108.139999,108.709999,107.72493,11092400
22/08/2023,109.169998,109.720001,107.949997,108.099998,107.120453,10520800
23/08/2023,107.040001,107.300003,105.720001,107.150002,106.17907,11435600
24/08/2023,106.419998,107.769997,106.07,106.349998,105.386314,10818500
25/08/2023,107.43,108.93,106.620003,108.25,107.269096,13579300
28/08/2023,108.449997,110.040001,108.440002,109.160004,108.170853,10382100
29/08/2023,109.660004,110.019997,108.419998,109.809998,108.814957,9665000
30/08/2023,110.440002,111.139999,109.980003,110.879997,109.875259,11922100
31/08/2023,111.120003,111.419998,110.620003,111.190002,110.182457,17479800
01/09/2023,112.199997,113.82,112.199997,113.519997,112.491341,14828400
05/09/2023,114.099998,115.830002,113.5,113.529999,112.501251,18304000
06/09/2023,113.480003,114.589996,113.230003,114.510002,113.472374,13325500
07/09/2023,114.650002,115.849998,113.699997,113.949997,112.917442,13248500
08/09/2023,114.529999,116.050003,114.32,115.610001,114.562408,14283200
11/09/2023,116.18,116.68,113.57,114.160004,113.125549,14383600
12/09/2023,115.339996,117.669998,115.269997,117.489998,116.425369,20145800
13/09/2023,117.410004,117.959999,115.900002,116.440002,115.384888,13472800
14/09/2023,117.550003,118.660004,117.330002,118.519997,117.44603,15210700
15/09/2023,117.900002,118.510002,116.5,116.699997,115.642525,34545100
18/09/2023,117.529999,118.239998,116.699997,117.639999,116.574013,14045300
19/09/2023,118.620003,118.839996,116.610001,117.330002,116.266823,12562900
20/09/2023,116.540001,118.019997,116.32,116.400002,115.345245,11879900
21/09/2023,116.980003,117.370003,114.599998,114.760002,113.720108,14400600
22/09/2023,115.709999,116.68,114.809998,114.940002,113.898476,13197300
25/09/2023,115.089996,116.650002,114.830002,116.230003,115.176788,11316000
26/09/2023,115.5,116.730003,115.370003,116.410004,115.355156,11805400
27/09/2023,117.889999,120.5,117.400002,120.199997,119.110809,23976200
28/09/2023,119.980003,120.699997,118.190002,119.470001,118.387428,16808100
29/09/2023,119.099998,119.18,116.730003,117.580002,116.514557,18810700
02/10/2023,117.529999,117.790001,114.550003,115.629997,114.582222,14395000
03/10/2023,115.440002,116.440002,115.029999,115.830002,114.780411,13297100
04/10/2023,114.050003,114.089996,110.5,111.5,110.489647,19622200
05/10/2023,109.800003,110.900002,108.699997,108.989998,108.002388,20128800
06/10/2023,105.730003,108.269997,105.110001,107.169998,106.198883,25363400
09/10/2023,110.440002,112.07,109.519997,110.919998,109.914902,22369900
10/10/2023,111.019997,111.449997,110.120003,110.449997,109.449158,13892000
11/10/2023,106.959999,107.169998,104.830002,106.489998,105.52504,57939000
12/10/2023,107.589996,107.839996,106.089996,106.470001,105.505226,31183000
13/10/2023,108.029999,110.199997,107.839996,109.870003,108.87442,30276500
16/10/2023,110.5,110.68,109.129997,109.949997,108.95369,18452000
17/10/2023,109.730003,111.800003,109.68,111.389999,110.380646,19775400
18/10/2023,111.82,113.389999,111.699997,112.949997,111.926506,23380300
19/10/2023,112.720001,113.970001,111.330002,113.019997,111.995872,20972500
20/10/2023,112.919998,113.32,110.790001,111.080002,110.073456,22439800
23/10/2023,110.629997,110.959999,108.68,109.449997,108.458221,18185000
24/10/2023,109.699997,109.82,108.120003,108.389999,107.407829,16786100
25/10/2023,108.519997,109.5,108.129997,108.589996,107.60601,22047300
26/10/2023,107.449997,108.339996,106.5,107.599998,106.624985,18768300
27/10/2023,108.889999,109.860001,104.959999,105.550003,104.593567,23092000
30/10/2023,105.739998,106.419998,105.209999,105.879997,104.92057,19379900
31/10/2023,105.580002,106.160004,104.540001,105.849998,104.890846,22185200
01/11/2023,106.529999,107.169998,105.459999,105.639999,104.682747,28984900
02/11/2023,105.879997,109.190002,105.5,109.110001,108.121307,25212700
03/11/2023,108.400002,108.779999,106.540001,107.779999,106.803352,30549000
06/11/2023,108.169998,108.269997,105.769997,105.870003,104.910667,19097300
07/11/2023,104.470001,104.860001,103.290001,104.209999,103.265701,20272500
08/11/2023,103.730003,104.900002,102.889999,102.93,101.997307,19184100
09/11/2023,103.669998,103.970001,102.860001,102.959999,102.027031,18380500
10/11/2023,103.93,104.410004,102.910004,103.75,102.809875,17825500
13/11/2023,104.050003,105.139999,103.809998,104.839996,103.889992,15308400
14/11/2023,104.300003,104.82,103.870003,104.290001,104.290001,18260500
15/11/2023,103.959999,105.150002,103.5,103.660004,103.660004,20137600
16/11/2023,102.900002,103.269997,101.150002,102.459999,102.459999,22469100
17/11/2023,103.059998,105.43,102.75,104.959999,104.959999,22984900
20/11/2023,105.379997,105.879997,104.43,104.5,104.5,17458800
21/11/2023,104.209999,104.699997,103.220001,104.459999,104.459999,14989000
22/11/2023,102.580002,104.120003,101.940002,104.010002,104.010002,18072000
24/11/2023,104.019997,105.470001,103.910004,104.57,104.57,9480800
27/11/2023,104.099998,104.400002,103.18,103.959999,103.959999,18013500
28/11/2023,104.239998,104.910004,103.879997,103.900002,103.900002,20629500
29/11/2023,104.269997,104.580002,101.639999,102.339996,102.339996,26802100
30/11/2023,103.110001,104.480003,101.809998,102.739998,102.739998,29254700
01/12/2023,102.5,104.220001,102.220001,102.989998,102.989998,17843200
04/12/2023,102.129997,103.360001,101.589996,102.43,102.43,21523900
05/12/2023,102.269997,102.339996,100.290001,100.440002,100.440002,22250300
06/12/2023,100,100.720001,98.339996,99.110001,99.110001,31154800
07/12/2023,99.860001,100.839996,98.089996,98.419998,98.419998,29990700
08/12/2023,99.019997,99.790001,98.75,99.550003,99.550003,22069200
11/12/2023,99.800003,99.860001,98.580002,99.620003,99.620003,22252300
12/12/2023,98.68,98.68,97.480003,98.050003,98.050003,26084000
13/12/2023,98.040001,99.029999,97.660004,98.919998,98.919998,19915400
14/12/2023,99.849998,102.139999,99.720001,101.580002,101.580002,26165700
15/12/2023,100.589996,101,100.309998,100.900002,100.900002,55518700
18/12/2023,102.129997,103.110001,101.519997,101.650002,101.650002,21610400
19/12/2023,102,103.190002,101.790001,102.989998,102.989998,18904700
20/12/2023,103.5,103.940002,101.129997,101.269997,101.269997,20988900
21/12/2023,101.470001,102.010002,100.809998,101.730003,101.730003,19250900
22/12/2023,102.309998,102.940002,101.82,101.910004,101.910004,12921800
26/12/2023,102.739998,103.029999,102.120003,102.139999,102.139999,16829600
